chr	windowStart	windowEnd	D	f_d	f_dM	d_f
CM014757.1	6009369	6025948	0.070296	0.041217	0.015983	0.009147
CM014757.1	6019001	6030623	-0.162763	-0.156574	-0.047274	-0.026734
CM014757.1	6025980	6039298	-0.108401	-0.232195	-0.039762	-0.019389
CM014757.1	6030636	6043458	-0.038527	-0.079679	-0.015364	-0.009369
CM014757.1	6039532	6049719	0.008632	0.012147	0.003583	-0.003658
CM014757.1	6043526	6059924	0.114539	0.116971	0.046727	0.018641
CM014757.1	6049738	6068097	0.006742	0.006267	0.002688	-0.005203
CM014757.1	6060119	6076237	0.051095	0.045609	0.016931	0.013196
CM014757.1	6068448	6081847	0.002043	0.002215	0.000685	0.000108
CM014757.1	6076282	6087634	-0.073470	-0.110965	-0.021006	-0.017852
CM014757.1	6081947	6091729	0.115869	0.160819	0.038022	0.019600
CM014757.1	6087682	6099445	0.046746	0.071841	0.023179	0.003142
CM014757.1	6091760	6106374	-0.053812	-0.067485	-0.026744	-0.023379
CM014757.1	6099941	6117652	0.093731	0.062918	0.030081	0.013270
CM014757.1	6106641	6124054	0.112527	0.112167	0.041444	0.018180
CM014757.1	6117703	6129431	0.020508	0.037156	0.008394	0.007153
CM014757.1	6124068	6133424	0.103653	0.120977	0.043123	0.038408
CM014757.1	6129471	6138012	0.052613	0.055690	0.026649	0.021853
CM014757.1	6133561	6141898	0.023519	0.029787	0.012804	0.014647
CM014757.1	6138067	6148834	0.233079	0.325388	0.129154	0.088411
CM014757.1	6141976	6154427	0.101487	0.189365	0.043114	0.037764
CM014757.1	6148855	6159161	-0.014611	-0.028871	-0.006599	-0.001887
CM014757.1	6154448	6163774	0.193520	0.220864	0.075627	0.054182
CM014757.1	6159184	6171043	0.026372	0.037064	0.010909	0.001467
CM014757.1	6163919	6178320	-0.035062	-0.062372	-0.017962	-0.009549
CM014757.1	6171102	6182658	0.107996	0.162206	0.042920	0.028016
CM014757.1	6178383	6190119	0.086617	0.093887	0.028066	0.027057
CM014757.1	6182731	6195974	-0.037453	-0.048711	-0.015316	-0.004256
CM014757.1	6190413	6200653	-0.099924	-0.691266	-0.054098	-0.014913
CM014757.1	6196126	6209943	-0.108735	-0.415851	-0.051724	-0.017527
CM014757.1	6200667	6217449	-0.030449	-0.052171	-0.014763	-0.008440
CM014757.1	6209948	6221224	-0.006320	-0.013182	-0.003130	-0.004742
CM014757.1	6217611	6224790	0.077861	0.195533	0.052402	0.017255
CM014757.1	6221235	6229777	0.053702	0.238187	0.032039	0.013012
CM014757.1	6224815	6232740	-0.003852	-0.032182	-0.001939	-0.001514
CM014757.1	6229787	6236385	0.021789	0.050096	0.014044	0.007319
CM014757.1	6232750	6240955	-0.018427	-0.043041	-0.012352	-0.001691
CM014757.1	6236574	6245326	-0.056586	-0.105278	-0.032381	-0.013839
CM014757.1	6241001	6251150	-0.087059	-0.102806	-0.053967	-0.030031
CM014757.1	6245361	6257413	-0.120594	-0.145505	-0.079805	-0.048932
CM014757.1	6251181	6263091	-0.062266	-0.082962	-0.032829	-0.024964
CM014757.1	6257474	6266840	0.082304	0.090199	0.045867	0.031510
CM014757.1	6263126	6274408	-0.068975	-0.087809	-0.030175	-0.024204
CM014757.1	6266902	6281455	-0.152502	-0.297362	-0.048455	-0.032709
CM014757.1	6274525	6302765	-0.187480	-0.220111	-0.049940	-0.026119
CM014757.1	6281572	6309105	-0.223695	-0.228683	-0.054934	-0.028787
CM014757.1	6303201	6314796	-0.042161	-0.039913	-0.012785	-0.007060
CM014757.1	6309216	6320442	-0.055884	-0.051085	-0.023221	-0.009596
CM014757.1	6315053	6327188	-0.055980	-0.075283	-0.028750	-0.016573
CM014757.1	6320656	6335839	0.029086	0.046515	0.015602	0.013153
CM014757.1	6327254	6340535	0.049813	0.095654	0.029610	0.014453
CM014757.1	6335875	6347477	-0.009906	-0.018953	-0.005728	-0.003324
CM014757.1	6340554	6354996	-0.050846	-0.075326	-0.021545	-0.011824
CM014757.1	6347530	6362444	-0.056331	-0.090125	-0.026655	-0.019312
CM014757.1	6355214	6370355	-0.042072	-0.131300	-0.018284	-0.017459
CM014757.1	6362524	6382600	0.083237	0.128006	0.030486	0.018486
CM014757.1	6370924	6390071	0.107485	0.063966	0.039535	0.018359
CM014757.1	6382670	6395665	0.073616	0.046759	0.026226	0.006327
CM014757.1	6390127	6404781	0.098227	0.080011	0.035268	0.013079
CM014757.1	6395707	6411222	0.003157	0.003742	0.001297	0.006125
CM014757.1	6404795	6417853	-0.060746	-0.131082	-0.024921	-0.004746
CM014757.1	6411232	6422480	-0.208711	-0.772515	-0.090308	-0.045289
CM014757.1	6417884	6429879	-0.176105	-1.583756	-0.073804	-0.047887
CM014757.1	6422643	6435051	-0.052821	-0.089930	-0.017395	-0.010171
CM014757.1	6429928	6441125	-0.006788	-0.007609	-0.002146	0.001822
CM014757.1	6435137	6450949	-0.020489	-0.017784	-0.006506	-0.002405
CM014757.1	6441290	6455867	-0.036504	-0.023575	-0.010600	-0.006506
CM014757.1	6451031	6462908	0.064989	0.055507	0.020047	0.004515
CM014757.1	6457084	6469892	0.134444	0.115833	0.051200	0.019678
CM014757.1	6463035	6477972	0.112791	0.114226	0.047787	0.023569
CM014757.1	6469926	6484896	0.038802	0.046640	0.015637	0.009469
CM014757.1	6478055	6497655	-0.087878	-0.097718	-0.023883	-0.013666
CM014757.1	6484909	6509326	-0.179571	-0.233722	-0.052816	-0.048559
CM014757.1	6497764	6515123	-0.132474	-0.266983	-0.057414	-0.034594
CM014757.1	6509452	6519896	-0.026099	-0.074831	-0.016583	-0.005940
CM014757.1	6515141	6526338	0.020971	0.027425	0.012104	0.009570
CM014757.1	6519961	6532670	-0.003556	-0.003503	-0.001464	0.002330
CM014757.1	6526388	6539945	-0.072822	-0.080071	-0.024573	-0.013410
CM014757.1	6532888	6549713	0.000362	0.000433	0.000152	0.000146
CM014757.1	6540027	6555044	0.019592	0.027304	0.008532	0.012569
CM014757.1	6549741	6561963	0.037259	0.048812	0.014147	0.017714
CM014757.1	6555058	6570485	-0.095687	-0.089780	-0.038461	-0.012468
CM014757.1	6562066	6577311	-0.139973	-0.147181	-0.065100	-0.030143
CM014757.1	6570501	6582009	0.008778	0.010252	0.005033	-0.000617
CM014757.1	6577316	6587132	-0.072770	-0.078720	-0.037106	-0.023147
CM014757.1	6582035	6596072	-0.092403	-0.092140	-0.036128	-0.017288
CM014757.1	6587173	6604856	0.040796	0.026472	0.014508	0.008386
CM014757.1	6596288	6612112	-0.041326	-0.032592	-0.011231	-0.011320
CM014757.1	6604883	6617056	0.055657	0.078900	0.015587	0.011420
CM014757.1	6612171	6627116	-0.005117	-0.005384	-0.001577	0.000834
CM014757.1	6617324	6631844	-0.098136	-0.203241	-0.038314	-0.023449
CM014757.1	6627246	6638106	0.011882	0.023184	0.006294	0.004981
CM014757.1	6632002	6651667	0.092916	0.075398	0.029566	0.017365
CM014757.1	6638136	6657394	0.063273	0.063997	0.022684	0.013887
CM014757.1	6651931	6663586	0.081298	0.076196	0.038147	0.027237
CM014757.1	6657524	6667972	-0.004240	-0.006475	-0.001670	-0.000776
CM014757.1	6663654	6672139	-0.059421	-0.759686	-0.026170	-0.013205
CM014757.1	6668216	6678405	0.063446	0.114273	0.032242	0.019350
CM014757.1	6672180	6691336	0.000225	0.000169	0.000086	0.004509
CM014757.1	6678416	6698474	-0.061702	-0.041616	-0.023409	-0.013309
CM014757.1	6691488	6704603	-0.071392	-0.067901	-0.028622	-0.016464
CM014757.1	6698581	6709444	0.024135	0.017513	0.008019	0.003293
CM014757.1	6704650	6712481	0.122185	0.096352	0.048385	0.024799
CM014757.1	6709557	6716342	0.147528	0.247316	0.082982	0.035625
CM014757.1	6712514	6719950	0.129935	0.266353	0.086450	0.040537
CM014757.1	6716363	6726488	0.089502	0.153560	0.054052	0.028002
CM014757.1	6719954	6733328	-0.001228	-0.001721	-0.000599	0.000817
CM014757.1	6726499	6739502	-0.169645	-0.405214	-0.095400	-0.051295
CM014757.1	6733330	6742751	-0.145478	-0.829834	-0.112243	-0.040582
CM014757.1	6739552	6749251	-0.034462	-0.098510	-0.017111	-0.007168
CM014757.1	6742765	6759838	0.042375	0.046278	0.014942	0.013838
CM014757.1	6749270	6765357	0.061505	0.056642	0.027421	0.014723
CM014757.1	6759947	6773817	-0.043872	-0.062295	-0.022289	-0.016301
CM014757.1	6765405	6783544	0.040730	0.070903	0.016248	0.011502
CM014757.1	6773850	6788935	0.123010	0.201490	0.049490	0.047640
CM014757.1	6783612	6794740	0.036009	0.072645	0.017255	0.020757
CM014757.1	6788938	6799999	0.057575	0.066809	0.022858	0.022745
CM014757.1	6794752	6805840	0.117160	0.099249	0.044806	0.034118
CM014757.1	6800049	6811434	0.092017	0.108384	0.055348	0.029780
CM014757.1	6805968	6821269	0.024049	0.035881	0.012205	0.012407
CM014757.1	6811540	6832090	0.006863	0.009107	0.002451	-0.000855
CM014757.1	6821777	6841822	0.113327	0.094381	0.037928	0.013730
CM014757.1	6832787	6847403	0.249340	0.166428	0.099275	0.042914
CM014757.1	6841909	6854273	0.066915	0.056508	0.022545	0.001823
CM014757.1	6847592	6890700	-0.068696	-0.105553	-0.024176	-0.019094
CM014757.1	6854437	6931751	0.101965	0.132419	0.064298	0.029572
CM014757.1	6890743	6939706	0.044086	0.047085	0.015326	0.006075
CM014757.1	6931904	6948378	-0.090580	-0.104334	-0.020433	-0.014705
CM014757.1	6939898	6953885	-0.078588	-0.127182	-0.029678	-0.019461
CM014757.1	6948437	6960416	-0.137547	-0.198634	-0.056836	-0.029113
CM014757.1	6954005	6967710	-0.177871	-0.173273	-0.054234	-0.031993
CM014757.1	6960562	6975343	-0.056212	-0.041887	-0.013098	-0.015647
CM014757.1	6967917	6983073	-0.003215	-0.002209	-0.000802	-0.002427
CM014757.1	6975390	6989062	-0.062937	-0.056747	-0.022902	-0.011439
CM014757.1	6983621	6996939	0.017358	0.017188	0.008388	0.005556
CM014757.1	6989157	7003625	0.019906	0.019425	0.007905	0.000032
CM014757.1	6997079	7010015	-0.073167	-0.100657	-0.026033	-0.014252
CM014757.1	7005222	7016936	-0.100881	-0.129617	-0.033361	-0.013656
CM014757.1	7010078	7023027	-0.079962	-0.060546	-0.026277	-0.014460
CM014757.1	7016964	7027008	0.173839	0.094668	0.060789	0.038864
CM014757.1	7023269	7029865	0.131864	0.116661	0.046045	0.054956
CM014757.1	7027018	7032397	0.186753	0.238644	0.088573	0.060209
CM014757.1	7029875	7036731	0.222451	0.244683	0.132446	0.056613
CM014757.1	7032444	7042085	0.026870	0.036363	0.013568	0.006042
CM014757.1	7036766	7046693	0.005824	0.010230	0.002824	-0.002760
CM014757.1	7042101	7056968	0.022696	0.033022	0.007866	0.001540
CM014757.1	7046713	7067069	0.100050	0.069811	0.027582	0.018527
CM014757.1	7057154	7080803	0.076160	0.031695	0.018194	0.010705
CM014757.1	7067207	7091003	0.016378	0.011043	0.005366	-0.003002
CM014757.1	7080872	7104861	0.058883	0.087038	0.035276	0.012311
CM014757.1	7091058	7108960	0.096863	0.091693	0.047510	0.026385
CM014757.1	7104920	7117164	0.059624	0.072993	0.016494	0.018707
CM014757.1	7108989	7126135	-0.208132	0.624131	-0.046698	-0.025511
CM014757.1	7117228	7132541	-0.322195	0.283383	-0.069309	-0.023512
CM014757.1	7126215	7138930	0.132199	0.624184	0.040613	0.018389
CM014757.1	7132602	7144976	0.056182	0.061105	0.026869	0.012995
CM014757.1	7138976	7152117	-0.105806	-0.113525	-0.051947	-0.041436
CM014757.1	7145069	7159720	-0.123866	-0.149039	-0.041366	-0.025793
CM014757.1	7152422	7164701	-0.073761	-0.083555	-0.024926	-0.014312
CM014757.1	7159732	7168050	-0.153172	-0.380062	-0.100566	-0.056166
CM014757.1	7164809	7174293	-0.228300	-0.476834	-0.151344	-0.095884
CM014757.1	7168129	7180655	0.009137	0.011018	0.004381	0.009690
CM014757.1	7174556	7186872	0.126747	0.130365	0.056280	0.045856
CM014757.1	7180681	7192319	0.042936	0.034033	0.019333	0.009155
CM014757.1	7186913	7199199	0.021373	0.025412	0.010893	0.003818
CM014757.1	7192500	7209826	0.143645	0.142574	0.066023	0.041239
CM014757.1	7199366	7220518	0.158742	0.142364	0.071096	0.044811
CM014757.1	7209847	7226572	0.041876	0.078082	0.023651	0.006446
CM014757.1	7220531	7247721	0.008353	0.013075	0.003137	0.001573
CM014757.1	7226657	7255097	0.002739	0.002261	0.000718	-0.002024
CM014757.1	7247730	7262818	-0.072624	-0.071870	-0.029324	-0.021050
CM014757.1	7255127	7267876	-0.018402	-0.025427	-0.011133	-0.007297
CM014757.1	7262836	7275090	-0.031670	-0.037309	-0.015848	-0.007094
CM014757.1	7267888	7284014	-0.062448	-0.051888	-0.022796	-0.016598
CM014757.1	7275160	7292925	0.033185	0.027105	0.013305	0.007195
CM014757.1	7284047	7297563	0.065816	0.087704	0.032311	0.027739
CM014757.1	7293159	7301268	0.052894	0.092597	0.033429	0.014368
CM014757.1	7297631	7307649	0.037612	0.036860	0.017327	0.006099
CM014757.1	7301451	7317930	-0.116499	-0.138563	-0.035704	-0.016381
CM014757.1	7307800	7327911	-0.247141	-1.215520	-0.080278	-0.047673
CM014757.1	7317946	7334132	-0.072141	-0.165188	-0.026485	-0.010862
CM014757.1	7328080	7339921	0.182937	0.152097	0.074444	0.031824
CM014757.1	7334305	7346414	-0.002877	-0.002716	-0.001209	-0.001682
CM014757.1	7339944	7353264	-0.172856	-0.124960	-0.069775	-0.044836
CM014757.1	7346688	7360531	-0.038442	-0.027639	-0.016168	-0.007290
CM014757.1	7353311	7364903	0.022481	0.027699	0.013014	0.005408
CM014757.1	7360634	7369836	-0.039590	-0.040355	-0.021861	-0.010102
CM014757.1	7364914	7372894	0.083124	0.090076	0.052050	0.020945
CM014757.1	7369946	7378674	-0.026370	-0.075266	-0.015042	-0.004529
CM014757.1	7372898	7385356	-0.109487	-0.272353	-0.046302	-0.021888
CM014757.1	7379068	7391661	0.006534	0.007143	0.002913	-0.005281
CM014757.1	7385518	7398044	0.044450	0.047527	0.019482	0.006692
CM014757.1	7391673	7403166	0.004005	0.004525	0.001951	-0.001125
CM014757.1	7398081	7407830	0.010833	0.012662	0.005180	0.003007
CM014757.1	7403232	7414402	0.147256	0.190489	0.076431	0.032711
CM014757.1	7408004	7417668	0.167301	0.162331	0.100107	0.047905
CM014757.1	7414434	7423223	0.147032	0.129147	0.085014	0.056775
CM014757.1	7417720	7427793	0.206091	0.169360	0.108505	0.071545
CM014757.1	7423255	7434441	0.102963	0.121385	0.053077	0.023122
CM014757.1	7427841	7438718	0.034761	0.107702	0.017819	0.008647
CM014757.1	7434508	7447799	0.046481	0.097697	0.020323	0.014023
CM014757.1	7438820	7452868	-0.022567	-0.036930	-0.011682	-0.005578
CM014757.1	7448052	7458317	0.043617	0.059730	0.023509	0.005782
CM014757.1	7452979	7470658	0.054067	0.059852	0.016939	0.011080
CM014757.1	7458451	7477099	0.008995	0.011018	0.002567	0.005204
CM014757.1	7470679	7483847	-0.029387	-0.036055	-0.010920	-0.006985
CM014757.1	7477172	7488892	-0.103108	-0.229815	-0.056597	-0.020869
CM014757.1	7483857	7498427	0.007246	0.025337	0.003613	0.003013
CM014757.1	7488926	7505914	0.200091	0.403849	0.062801	0.026004
CM014757.1	7498564	7512238	0.113832	1.448637	0.029368	0.010739
CM014757.1	7506016	7527667	0.020790	0.164376	0.003987	0.003734
CM014757.1	7513445	7535850	-0.066834	-0.120590	-0.016094	-0.009433
CM014757.1	7527685	7540305	-0.080306	-0.138850	-0.034262	-0.023637
CM014757.1	7535885	7544544	-0.047250	-0.067497	-0.021228	-0.011987
CM014757.1	7540332	7549995	0.031795	0.057633	0.013753	0.007922
CM014757.1	7544610	7555409	0.005272	0.020562	0.002034	0.003403
CM014757.1	7550027	7560132	-0.061740	-0.469482	-0.025664	-0.009440
CM014757.1	7555466	7564277	-0.046012	-0.244159	-0.023417	-0.009484
CM014757.1	7560142	7570534	-0.040832	-0.171417	-0.021046	0.000886
CM014757.1	7564325	7575538	0.034382	0.082079	0.016554	0.026737
CM014757.1	7570573	7580755	0.168563	0.201670	0.081589	0.049597
CM014757.1	7575562	7586610	0.126345	0.119279	0.060044	0.034646
CM014757.1	7580983	7590823	-0.093510	-0.109300	-0.036977	-0.021914
CM014757.1	7586694	7596088	-0.047179	-0.077279	-0.022197	-0.010132
CM014757.1	7591424	7600368	0.036543	0.034543	0.017377	0.007839
CM014757.1	7596255	7605426	0.075356	0.072593	0.029472	0.012114
CM014757.1	7600597	7613067	0.151018	0.129555	0.050320	0.023082
CM014757.1	7605712	7622017	0.051160	0.028879	0.015816	0.005254
CM014757.1	7613930	7628391	-0.113735	-0.118009	-0.033677	-0.019159
CM014757.1	7622081	7636376	-0.144182	-0.393105	-0.050634	-0.020470
CM014757.1	7628469	7642223	-0.012938	-0.021097	-0.006931	-0.002354
CM014757.1	7636390	7649749	0.000208	0.000266	0.000099	0.002885
CM014757.1	7642283	7658128	-0.016343	-0.027462	-0.006320	-0.002446
CM014757.1	7649778	7665127	0.096542	0.172951	0.029406	0.026109
CM014757.1	7658160	7669970	-0.023159	-0.053125	-0.007756	-0.004498
CM014757.1	7665133	7676840	-0.130056	-0.158603	-0.055981	-0.042377
CM014757.1	7670004	7681324	-0.048168	-0.044196	-0.022326	-0.017329
CM014757.1	7676884	7687121	-0.064985	-0.114541	-0.034186	-0.018224
CM014757.1	7681500	7695630	-0.082100	-0.152265	-0.043284	-0.021436
CM014757.1	7687471	7705114	-0.016086	-0.016896	-0.007151	-0.004924
CM014757.1	7695805	7714851	-0.017705	-0.012801	-0.005899	-0.007965
CM014757.1	7705146	7726582	-0.091268	-0.078378	-0.025668	-0.018922
CM014757.1	7714975	7737698	-0.050447	-0.064964	-0.016421	-0.009019
CM014757.1	7726739	7745650	-0.084916	-0.111648	-0.030729	-0.020854
CM014757.1	7737858	7753811	-0.052900	-0.068235	-0.021270	-0.013745
CM014757.1	7745827	7763419	0.002426	0.002174	0.000603	-0.001952
CM014757.1	7754057	7773420	0.002977	0.002293	0.000590	-0.000446
CM014757.1	7763454	7787185	0.023727	0.021657	0.005609	0.007262
CM014757.1	7773558	7797594	-0.114263	-3.362956	-0.024240	-0.009482
CM014757.1	7787416	7809541	-0.251417	0.896195	-0.049943	-0.020935
CM014757.1	7797706	7817745	-0.102070	-0.092012	-0.025399	-0.012309
CM014757.1	7809780	7829313	0.038045	0.031603	0.013854	0.006519
CM014757.1	7818463	7843826	0.038450	0.032172	0.011967	0.005288
CM014757.1	7829912	7853970	-0.152816	-0.240641	-0.044481	-0.023095
CM014757.1	7843932	7865485	0.042784	0.031252	0.009270	0.006090
CM014757.1	7854174	7871101	0.099855	0.078173	0.025166	0.020039
CM014757.1	7865618	7876708	0.044418	0.105286	0.018001	0.011024
CM014757.1	7871185	7887477	0.134340	0.168513	0.041685	0.030016
CM014757.1	7876725	7898612	-0.052913	-0.041081	-0.015380	-0.013852
CM014757.1	7887801	7905096	-0.042856	-0.028975	-0.015500	-0.005490
CM014757.1	7898643	7911855	0.040346	0.040244	0.019217	0.011647
CM014757.1	7905681	7919588	0.065563	0.073683	0.027532	0.010058
CM014757.1	7912068	7924981	0.084489	0.132697	0.044909	0.008948
CM014757.1	7919601	7934171	0.037858	0.065893	0.017417	0.001906
CM014757.1	7925071	7939828	0.089513	0.102538	0.037544	0.020538
CM014757.1	7934225	7946279	0.000179	0.000155	0.000076	-0.008349
CM014757.1	7939872	7950827	-0.074833	-0.103678	-0.035486	-0.019345
CM014757.1	7946356	7961298	0.098393	0.090662	0.040165	0.020215
CM014757.1	7950908	7964610	0.020277	0.018170	0.009549	0.007529
CM014757.1	7961323	7970960	-0.032142	-0.024637	-0.017475	-0.011731
CM014757.1	7964638	7980532	-0.006170	-0.003744	-0.001918	-0.004478
CM014757.1	7970970	7990601	0.126353	0.124482	0.040835	0.029392
CM014757.1	7980790	8000243	0.128070	0.117298	0.048955	0.025292
CM014757.1	7991146	8015198	0.041045	0.032498	0.013780	0.003929
CM014757.1	8000338	8021818	0.045393	0.065034	0.023447	0.007314
CM014757.1	8015210	8028813	-0.067872	-0.152837	-0.049320	-0.013077
CM014757.1	8021858	8038564	-0.060290	-0.081112	-0.031448	-0.007249
CM014757.1	8028988	8045074	-0.039248	-0.060379	-0.019574	-0.003460
CM014757.1	8038767	8048841	-0.028073	-0.037566	-0.014364	-0.008310
CM014757.1	8045110	8054656	-0.029181	-0.038350	-0.012745	-0.005707
CM014757.1	8049142	8061303	-0.051433	-0.089966	-0.025796	-0.009973
CM014757.1	8054706	8066651	0.020486	0.016339	0.010022	-0.000193
CM014757.1	8061326	8075409	-0.046326	-0.032920	-0.018528	-0.015392
CM014757.1	8066695	8085654	-0.152417	-0.236820	-0.040768	-0.021478
CM014757.1	8075662	8098643	-0.229885	-0.355513	-0.041660	-0.026327
CM014757.1	8085776	8105301	-0.087113	-0.092753	-0.020274	-0.006911
CM014757.1	8098701	8111899	-0.039615	-0.077934	-0.016066	-0.001326
CM014757.1	8105497	8122770	-0.181249	-0.650981	-0.091729	-0.042469
CM014757.1	8111960	8131866	-0.150702	-0.305052	-0.068208	-0.027234
CM014757.1	8122896	8139421	-0.095682	-0.123107	-0.036037	-0.014366
CM014757.1	8131874	8152318	0.034358	0.062186	0.014914	0.005344
CM014757.1	8139506	8158087	0.103287	0.182717	0.040921	0.023977
CM014757.1	8152366	8176247	0.177528	0.098635	0.040886	0.033734
CM014757.1	8159905	8183772	0.265278	0.160962	0.083168	0.073487
CM014757.1	8176346	8190719	0.222554	0.234664	0.095453	0.065099
CM014757.1	8183833	8197548	0.112594	0.115921	0.035398	0.020018
CM014757.1	8190770	8203523	-0.064780	-0.079429	-0.022986	-0.013634
CM014757.1	8197634	8210973	-0.214279	-1.072749	-0.074534	-0.026679
CM014757.1	8203596	8216259	0.009526	0.023452	0.003724	0.003190
CM014757.1	8210987	8219513	0.272226	0.343109	0.195922	0.067304
CM014757.1	8216283	8223919	0.141241	0.221336	0.117007	0.033095
CM014757.1	8219522	8229525	-0.064025	-0.090626	-0.027116	-0.010363
CM014757.1	8224241	8234965	-0.155821	-0.490277	-0.049519	-0.029385
CM014757.1	8229550	8240921	-0.060484	-0.075510	-0.019350	-0.011716
CM014757.1	8234986	8248958	0.056086	0.038756	0.017081	0.020470
CM014757.1	8241104	8254427	0.059408	0.057520	0.025183	0.009693
CM014757.1	8249223	8261571	0.050992	0.036720	0.019077	0.005709
CM014757.1	8254441	8266876	0.028794	0.016435	0.009045	-0.000961
CM014757.1	8261593	8270266	0.143949	0.158788	0.078511	0.032603
CM014757.1	8266889	8277462	0.047455	0.073597	0.026974	0.015674
CM014757.1	8270320	8287818	-0.015513	-0.010870	-0.005160	-0.011176
CM014757.1	8277524	8292723	-0.004833	-0.003524	-0.001864	-0.011460
CM014757.1	8287828	8299686	0.028192	0.027021	0.011785	0.003398
CM014757.1	8292768	8307087	0.073882	0.078581	0.027652	0.017539
CM014757.1	8299703	8311955	-0.008606	-0.034881	-0.004542	-0.000019
CM014757.1	8307134	8319538	0.149027	0.423947	0.064896	0.033296
CM014757.1	8312002	8325303	0.187442	0.219778	0.068700	0.034574
CM014757.1	8319565	8329382	0.129635	0.174788	0.070966	0.030713
CM014757.1	8325349	8333914	0.104294	0.180014	0.064143	0.027151
CM014757.1	8329397	8337976	-0.045761	-0.100469	-0.028826	-0.015559
CM014757.1	8333937	8342200	0.074798	0.156018	0.049837	0.028719
CM014757.1	8338032	8350302	0.080196	0.193055	0.042421	0.016007
CM014757.1	8342332	8357214	-0.115239	-11.183727	-0.044430	-0.022745
CM014757.1	8350507	8362737	-0.042201	0.404350	-0.015207	-0.004673
CM014757.1	8357226	8371726	-0.014235	-0.023417	-0.004781	-0.000804
CM014757.1	8362931	8376683	-0.105115	-0.169205	-0.039221	-0.020298
CM014757.1	8371777	8383547	-0.187301	-1.731085	-0.064493	-0.048563
CM014757.1	8377026	8390561	-0.174711	-0.596344	-0.043108	-0.033642
CM014757.1	8383645	8395010	0.139439	0.078371	0.036773	0.023476
CM014757.1	8390751	8401445	0.303865	0.155036	0.100390	0.055630
CM014757.1	8395276	8408163	0.125121	0.177914	0.058333	0.023128
CM014757.1	8401570	8419226	0.027231	0.045013	0.013295	-0.004495
CM014757.1	8408209	8424962	-0.002852	-0.004086	-0.001296	-0.013945
CM014757.1	8419427	8432313	0.012342	0.020148	0.006267	-0.005351
CM014757.1	8425007	8438914	-0.027386	-0.036557	-0.012494	-0.011098
CM014757.1	8432331	8447661	0.016928	0.013732	0.006835	0.004342
CM014757.1	8438975	8455150	-0.016997	-0.017716	-0.009497	-0.001894
CM014757.1	8447752	8460176	-0.139382	-0.182319	-0.074333	-0.030779
CM014757.1	8455515	8465656	-0.127629	-0.155180	-0.058122	-0.022755
CM014757.1	8460488	8472910	0.063911	0.062398	0.023005	0.015543
CM014757.1	8465861	8480178	0.084687	0.088564	0.028802	0.019013
CM014757.1	8473108	8483653	-0.160445	-38.606275	-0.081143	-0.028651
CM014757.1	8480217	8488994	-0.309833	-8.332694	-0.143997	-0.056973
CM014757.1	8483771	8498269	-0.136584	-0.144199	-0.055199	-0.038161
CM014757.1	8489158	8507204	0.114199	0.057003	0.031668	0.015572
CM014757.1	8498326	8518467	-0.004709	-0.002058	-0.001027	-0.019709
CM014757.1	8507379	8524290	-0.144861	-0.119689	-0.039066	-0.041071
CM014757.1	8518520	8535281	-0.151108	-0.240989	-0.046929	-0.036904
CM014757.1	8524391	8543063	-0.015238	-0.018018	-0.006124	-0.010444
CM014757.1	8535332	8548554	-0.025116	-0.050063	-0.010065	-0.004934
CM014757.1	8543099	8556697	-0.037832	-0.035377	-0.008328	-0.004610
CM014757.1	8548597	8562962	-0.024055	-0.023180	-0.006113	-0.000795
CM014757.1	8556741	8573605	-0.054867	-0.062516	-0.016603	-0.013597
CM014757.1	8563115	8579026	0.034161	0.036245	0.013136	0.004155
CM014757.1	8573752	8584360	-0.000843	-0.001406	-0.000404	-0.001361
CM014757.1	8579072	8591284	0.051731	0.082641	0.018263	0.006207
CM014757.1	8584439	8598848	0.062612	0.081130	0.024510	0.011293
CM014757.1	8591568	8603888	0.018995	0.029082	0.008063	0.002342
CM014757.1	8598989	8608771	-0.023289	-0.029047	-0.009082	-0.003172
CM014757.1	8603909	8613509	-0.079897	-0.063465	-0.034214	-0.015147
CM014757.1	8608793	8618867	0.013404	0.008715	0.006049	-0.001531
CM014757.1	8613595	8623811	0.090765	0.064054	0.046116	0.019953
CM014757.1	8618894	8628185	-0.004767	-0.006129	-0.003056	-0.004749
CM014757.1	8623839	8633980	-0.052470	-0.096246	-0.032744	-0.018262
CM014757.1	8628365	8642570	0.067625	0.079790	0.028138	0.013503
CM014757.1	8634135	8653609	-0.123565	-0.116679	-0.043835	-0.033783
CM014757.1	8642875	8660176	-0.139110	-0.141767	-0.060169	-0.038662
CM014757.1	8653855	8665312	-0.135872	-0.190660	-0.070838	-0.047432
CM014757.1	8660293	8673192	-0.146404	-0.174520	-0.062459	-0.050766
CM014757.1	8665601	8679780	-0.071336	-0.095541	-0.028184	-0.021826
CM014757.1	8673238	8686641	0.081229	0.084958	0.030292	0.013056
CM014757.1	8679819	8697812	0.036556	0.038324	0.011593	0.007575
CM014757.1	8686771	8706060	-0.151523	-0.102366	-0.046497	-0.026889
CM014757.1	8698214	8717189	-0.079050	-0.040263	-0.023694	-0.014675
CM014757.1	8708316	8728247	0.012371	0.008478	0.003474	0.005115
CM014757.1	8717249	8737776	0.058746	0.059732	0.014448	0.009274
CM014757.1	8728346	8747544	0.037840	0.081499	0.012261	0.003465
CM014757.1	8738143	8753168	-0.046807	-0.059962	-0.025954	-0.014737
