chr	windowStart	windowEnd	D	f_d	f_dM	d_f
CM014754.1	10077252	10094921	-0.188787	-0.523567	-0.061487	-0.038460
CM014754.1	10083255	10109067	-0.223195	-0.735068	-0.082917	-0.047996
CM014754.1	10098228	10115582	-0.187778	-1.877416	-0.066027	-0.029030
CM014754.1	10109137	10140874	0.027201	0.044727	0.008933	0.012315
CM014754.1	10115601	10146568	0.020293	0.037888	0.006742	0.010498
CM014754.1	10141011	10152044	-0.088252	-0.199773	-0.036361	-0.017512
CM014754.1	10146642	10157029	-0.141909	-0.425997	-0.055997	-0.025217
CM014754.1	10152138	10160838	-0.137047	-0.578868	-0.056203	-0.027749
CM014754.1	10157055	10167272	-0.096789	-0.213267	-0.033302	-0.021787
CM014754.1	10160907	10172954	-0.028935	-0.060089	-0.007315	-0.003402
CM014754.1	10167758	10180394	-0.096586	-0.076065	-0.030103	-0.018429
CM014754.1	10173761	10185586	-0.096919	-0.069316	-0.036945	-0.027633
CM014754.1	10180545	10192573	-0.216296	-0.384183	-0.102151	-0.052002
CM014754.1	10185597	10200214	-0.201793	-0.322570	-0.081475	-0.042503
CM014754.1	10192670	10208182	-0.101159	-0.106011	-0.030576	-0.015495
CM014754.1	10200265	10214620	-0.164577	-0.146473	-0.047848	-0.025375
CM014754.1	10208242	10219858	-0.212293	-0.430021	-0.076280	-0.035299
CM014754.1	10214633	10226021	-0.121840	-0.559950	-0.055212	-0.027631
CM014754.1	10220027	10230213	0.050018	0.077860	0.024922	0.021711
CM014754.1	10226085	10238302	0.094453	0.106933	0.048025	0.031963
CM014754.1	10230252	10243560	0.051588	0.050340	0.023966	0.015512
CM014754.1	10238320	10250183	0.051678	0.077963	0.033269	0.013008
CM014754.1	10243581	10267083	-0.103136	-0.296309	-0.051665	-0.029099
CM014754.1	10250199	10277030	-0.216030	-0.591055	-0.076719	-0.050234
CM014754.1	10267250	10328029	-0.234286	-0.573674	-0.079610	-0.058254
CM014754.1	10277158	10335507	-0.153174	-0.287653	-0.051258	-0.030044
CM014754.1	10328266	10340404	0.135812	0.114972	0.054087	0.036685
CM014754.1	10335683	10348618	0.089947	0.062915	0.033855	0.030963
CM014754.1	10340799	10354320	0.042190	0.041748	0.013599	0.015405
CM014754.1	10348890	10360510	-0.020439	-0.206027	-0.008337	0.000625
CM014754.1	10354333	10367293	0.010751	0.020090	0.004043	0.010974
CM014754.1	10360625	10371553	0.212237	0.184962	0.083483	0.068710
CM014754.1	10367378	10375936	0.088760	0.140626	0.063157	0.032366
CM014754.1	10371567	10382610	-0.170473	-0.362676	-0.100726	-0.042119
CM014754.1	10376018	10388012	-0.044185	-0.063139	-0.024601	-0.010585
CM014754.1	10383066	10393756	0.134626	0.196709	0.080161	0.031148
CM014754.1	10388057	10401803	0.130514	0.156060	0.069446	0.032521
CM014754.1	10393792	10407229	0.085722	0.132416	0.056208	0.024501
CM014754.1	10401822	10413356	0.099393	0.132692	0.052370	0.030592
CM014754.1	10407801	10424557	-0.005373	-0.007694	-0.002533	0.003373
CM014754.1	10413403	10430237	-0.112788	-0.450905	-0.065024	-0.022469
CM014754.1	10424574	10438485	-0.062799	-0.113419	-0.036307	-0.024426
CM014754.1	10430280	10444024	-0.083337	-0.198197	-0.044656	-0.027700
CM014754.1	10438574	10449764	-0.043879	-0.191889	-0.014675	-0.007099
CM014754.1	10444076	10459178	0.054312	0.113698	0.015406	0.015348
CM014754.1	10450144	10463846	0.098121	0.138241	0.037281	0.025932
CM014754.1	10459287	10475231	0.190248	0.250390	0.076026	0.034147
CM014754.1	10463893	10480533	0.050211	0.108025	0.020536	0.007553
CM014754.1	10475259	10488823	-0.184051	-0.252917	-0.076223	-0.054125
CM014754.1	10480563	10502848	-0.286070	-0.198460	-0.067544	-0.068829
CM014754.1	10489533	10508103	-0.092338	-0.054614	-0.019240	-0.020348
CM014754.1	10503182	10514310	-0.010015	-0.011202	-0.003942	0.004592
CM014754.1	10508712	10541140	-0.058377	-0.061525	-0.022318	-0.002346
CM014754.1	10514326	10548946	-0.050582	-0.034500	-0.016570	-0.011452
CM014754.1	10541154	10554640	-0.086828	-0.072255	-0.031222	-0.026160
CM014754.1	10549138	10559618	-0.179735	-0.258430	-0.082269	-0.047134
CM014754.1	10554738	10566493	-0.198077	-0.298403	-0.102212	-0.053812
CM014754.1	10559695	10572189	-0.070547	-0.075644	-0.035382	-0.015756
CM014754.1	10566524	10578961	0.050359	0.040329	0.025688	0.014391
CM014754.1	10572299	10589610	0.002046	0.001359	0.000828	-0.000245
CM014754.1	10579692	10595031	-0.067194	-0.060023	-0.029768	-0.017793
CM014754.1	10589745	10599767	0.047116	0.043059	0.027205	0.016539
CM014754.1	10595065	10604620	0.142940	0.119646	0.077745	0.063239
CM014754.1	10599936	10611654	0.077985	0.111635	0.035096	0.022177
CM014754.1	10604693	10618829	0.034310	0.045540	0.010204	0.004332
CM014754.1	10611694	10624885	0.075285	0.083951	0.027138	0.014731
CM014754.1	10618990	10634988	-0.056142	-0.075424	-0.029300	-0.021691
CM014754.1	10624900	10644055	-0.005111	-0.005495	-0.002254	-0.008101
CM014754.1	10635591	10650854	0.087345	0.091462	0.035222	0.017308
CM014754.1	10644252	10656292	0.044871	0.068135	0.016437	0.010920
CM014754.1	10650868	10664420	0.035057	0.096672	0.017047	0.009280
CM014754.1	10656303	10670896	-0.025009	-0.040592	-0.013101	-0.003595
CM014754.1	10664430	10679437	-0.073098	-0.081804	-0.033907	-0.013791
CM014754.1	10670951	10685613	-0.047404	-0.037565	-0.018465	-0.010680
CM014754.1	10679447	10692923	-0.053786	-0.045542	-0.022763	-0.012244
CM014754.1	10685870	10701623	-0.065604	-0.061552	-0.034149	-0.010468
CM014754.1	10693029	10712906	-0.035680	-0.033285	-0.015557	-0.003730
CM014754.1	10702143	10720761	0.049114	0.037982	0.020377	0.010029
CM014754.1	10713033	10726943	-0.032238	-0.033185	-0.013652	-0.009548
CM014754.1	10721381	10732446	-0.073632	-0.139815	-0.035548	-0.011460
CM014754.1	10727479	10742330	0.011511	0.015716	0.005077	0.007139
CM014754.1	10732763	10747574	-0.016504	-0.021178	-0.006870	-0.007092
CM014754.1	10743134	10753801	-0.178736	-0.291461	-0.098347	-0.033682
CM014754.1	10747588	10761679	-0.271020	-0.833819	-0.144769	-0.070380
CM014754.1	10753952	10770606	-0.114968	-0.236028	-0.050416	-0.038587
CM014754.1	10761889	10777039	0.109647	0.147455	0.052032	0.028926
CM014754.1	10770706	10788008	0.018590	0.032850	0.008334	0.005840
CM014754.1	10777255	10794369	-0.117655	-0.204418	-0.045942	-0.023209
CM014754.1	10788050	10802626	0.004687	0.004069	0.001864	-0.000310
CM014754.1	10794760	10811816	0.013853	0.014977	0.006010	0.008811
CM014754.1	10803314	10817689	-0.045954	-0.101645	-0.021719	-0.003676
CM014754.1	10811856	10823594	-0.061794	-0.104021	-0.031628	-0.012344
CM014754.1	10817713	10838771	-0.033352	-0.031800	-0.017959	-0.010847
CM014754.1	10823645	10845552	-0.051076	-0.048571	-0.025750	-0.019289
CM014754.1	10838780	10851924	-0.045827	-0.048968	-0.022241	-0.013964
CM014754.1	10845843	10858543	-0.037337	-0.047839	-0.021384	-0.012333
CM014754.1	10852041	10863453	-0.058081	-0.086927	-0.041546	-0.028090
CM014754.1	10858579	10869249	-0.047798	-0.067905	-0.031000	-0.024047
CM014754.1	10863483	10875474	-0.045704	-0.075285	-0.021704	-0.013461
CM014754.1	10869453	10883647	0.026561	0.029598	0.010988	0.007740
CM014754.1	10875485	10889411	0.037793	0.031739	0.015210	0.010561
CM014754.1	10883717	10895471	0.069842	0.061653	0.027995	0.012503
CM014754.1	10889423	10908523	0.150458	0.165755	0.047278	0.032665
CM014754.1	10895507	10914681	0.087566	0.068979	0.021658	0.025249
CM014754.1	10908806	10925666	0.059467	0.036528	0.016438	0.015486
CM014754.1	10914719	10932568	0.057811	0.050763	0.020832	0.013608
CM014754.1	10926075	10937875	-0.012035	-0.028408	-0.007349	-0.003973
CM014754.1	10932630	10944516	0.004612	0.010379	0.002755	0.000284
CM014754.1	10937943	10954114	-0.053968	-0.075777	-0.025940	-0.018645
CM014754.1	10944547	10957718	-0.057951	-0.081562	-0.036438	-0.028409
CM014754.1	10954128	10964337	0.041463	0.053590	0.027319	0.017489
CM014754.1	10957821	10968544	0.056087	0.059480	0.029694	0.018469
CM014754.1	10964371	10975787	0.021295	0.017426	0.008435	0.002662
CM014754.1	10968577	10985293	0.066617	0.053291	0.023911	0.013696
CM014754.1	10975842	10989221	0.252820	0.282099	0.115308	0.057766
CM014754.1	10985406	10995220	0.111644	0.200540	0.049710	0.029755
CM014754.1	10989291	11000807	-0.029487	-0.055930	-0.014519	-0.010451
CM014754.1	10995382	11007600	0.097113	0.122301	0.059261	0.028702
CM014754.1	11000977	11015979	0.070492	0.156037	0.038833	0.015313
CM014754.1	11007610	11020450	0.123714	0.289726	0.081256	0.032901
CM014754.1	11016004	11024605	0.101888	0.280029	0.070237	0.028672
CM014754.1	11020454	11029750	0.003146	0.014171	0.002290	-0.000148
CM014754.1	11024902	11037779	-0.035366	-0.064547	-0.023055	-0.010787
CM014754.1	11029883	11042824	0.001344	0.001673	0.000825	0.000502
CM014754.1	11037936	11050364	0.024035	0.026435	0.014496	0.008481
CM014754.1	11042952	11057386	0.083838	0.077921	0.037925	0.020847
CM014754.1	11050426	11061658	-0.017793	-0.026461	-0.009257	-0.005334
CM014754.1	11057426	11067431	0.005995	0.007501	0.003361	-0.004388
CM014754.1	11062059	11075929	0.039220	0.054267	0.026681	-0.001176
CM014754.1	11067600	11084844	-0.040551	-0.072426	-0.024740	-0.020611
CM014754.1	11075986	11089650	-0.056604	-0.071532	-0.024657	-0.010405
CM014754.1	11084943	11094719	-0.117222	-0.125135	-0.052050	-0.027208
CM014754.1	11089706	11099747	-0.127829	-0.159285	-0.060117	-0.026287
CM014754.1	11094800	11104529	-0.075376	-0.089469	-0.040685	-0.016344
CM014754.1	11099845	11112103	0.043939	0.028415	0.017213	0.008767
CM014754.1	11104567	11120264	0.052308	0.047151	0.017055	0.009481
CM014754.1	11112127	11161778	0.065632	0.112140	0.017944	0.013599
CM014754.1	11120357	11167770	0.121343	0.185802	0.034188	0.028281
CM014754.1	11161890	11175303	0.137287	0.084630	0.040391	0.040059
CM014754.1	11167780	11182050	0.032737	0.018003	0.008998	-0.006412
CM014754.1	11175355	11190447	0.074706	0.060172	0.025550	0.006436
CM014754.1	11182086	11198814	0.115178	0.120270	0.051969	0.027243
CM014754.1	11190668	11204072	0.003314	0.005441	0.001863	-0.005010
CM014754.1	11198841	11208456	0.023031	0.039139	0.013122	0.003343
CM014754.1	11204111	11214799	0.060721	0.068827	0.030319	0.017240
CM014754.1	11208477	11220043	0.001943	0.001798	0.000887	-0.002635
CM014754.1	11215016	11225961	0.053504	0.050026	0.023647	0.006851
CM014754.1	11220183	11232375	0.001899	0.002874	0.000790	-0.003773
CM014754.1	11226082	11239290	0.001226	0.001985	0.000582	-0.001631
CM014754.1	11232444	11244734	0.056848	0.049768	0.030863	0.019171
CM014754.1	11239328	11250127	0.032225	0.040370	0.016611	0.004692
CM014754.1	11244764	11280274	0.057703	0.093967	0.031014	0.010058
CM014754.1	11250237	11286372	-0.026200	-0.038550	-0.016956	-0.000982
CM014754.1	11280316	11296910	-0.056960	-0.192650	-0.017569	-0.012652
CM014754.1	11286473	11302226	-0.019851	-0.034004	-0.006249	-0.007015
CM014754.1	11296952	11316002	-0.065695	-0.093706	-0.040714	-0.020323
CM014754.1	11302243	11321472	-0.065719	-0.106212	-0.035472	-0.029501
CM014754.1	11316021	11326376	-0.029024	-0.036366	-0.015541	-0.019779
CM014754.1	11321562	11333685	0.072206	0.075312	0.041899	0.013796
CM014754.1	11326578	11341926	0.060142	0.039537	0.021433	0.013822
CM014754.1	11334187	11348349	-0.099820	-0.085204	-0.036425	-0.031718
CM014754.1	11341990	11353516	-0.112549	-0.223617	-0.059952	-0.032203
CM014754.1	11348671	11362702	-0.003938	-0.007298	-0.001619	0.004772
CM014754.1	11353744	11370745	0.060302	0.101304	0.023663	0.015059
CM014754.1	11362969	11375453	0.022634	0.033324	0.010811	0.004686
CM014754.1	11370765	11381486	0.085770	0.107391	0.049052	0.028476
CM014754.1	11375531	11389861	0.233334	0.258878	0.147819	0.079162
CM014754.1	11381580	11395314	0.233852	0.242230	0.138716	0.085864
CM014754.1	11389881	11401434	-0.011709	-0.013898	-0.006951	-0.002679
CM014754.1	11395359	11410477	-0.036182	-0.065552	-0.016234	-0.009558
CM014754.1	11401573	11420903	0.155451	0.085140	0.036747	0.021558
CM014754.1	11410502	11426535	0.095293	0.045664	0.027920	0.021611
CM014754.1	11420921	11432107	0.138588	0.135349	0.074479	0.054863
CM014754.1	11426579	11437822	0.168082	0.217085	0.112543	0.055140
CM014754.1	11432251	11449078	-0.058040	-0.079905	-0.019796	-0.007332
CM014754.1	11437927	11456261	-0.024148	-0.019707	-0.007042	-0.004601
CM014754.1	11449201	11461507	0.042029	0.033468	0.016932	0.005392
CM014754.1	11456430	11468415	0.067013	0.056494	0.028476	0.006790
CM014754.1	11461556	11476442	-0.008804	-0.011246	-0.003667	0.000420
CM014754.1	11468624	11484306	-0.124306	-0.389381	-0.052078	-0.012338
CM014754.1	11476535	11491170	-0.037444	-0.056813	-0.018276	-0.005730
CM014754.1	11484375	11500930	-0.012697	-0.016930	-0.007531	-0.002286
CM014754.1	11491191	11507561	-0.034314	-0.062961	-0.020187	-0.007961
CM014754.1	11501228	11514291	-0.080320	-0.292160	-0.048435	-0.018094
CM014754.1	11507581	11520572	0.095720	0.105924	0.046051	0.030087
CM014754.1	11514350	11527612	0.144207	0.148533	0.095679	0.055743
CM014754.1	11520977	11541965	0.030728	0.036566	0.012675	0.007567
CM014754.1	11527708	11556016	0.069113	0.047483	0.015878	0.012964
CM014754.1	11542490	11567222	0.050009	0.041673	0.017145	0.010794
CM014754.1	11556102	11574001	0.029212	0.036465	0.013381	0.003422
CM014754.1	11567258	11580026	0.085855	0.121056	0.049752	0.020832
CM014754.1	11574034	11590297	0.139310	0.162184	0.070017	0.039049
CM014754.1	11580188	11595346	0.256562	0.144501	0.080731	0.065074
CM014754.1	11590467	11600876	0.114253	0.062899	0.037814	0.036137
CM014754.1	11595370	11607097	0.038674	0.045747	0.015998	0.006519
CM014754.1	11600890	11613353	0.124287	0.191239	0.061496	0.018711
CM014754.1	11607204	11617052	0.180064	0.178611	0.118502	0.032691
CM014754.1	11613445	11621997	0.115501	0.124296	0.063820	0.016887
CM014754.1	11617151	11628798	-0.170812	-0.313523	-0.056449	-0.024872
CM014754.1	11622349	11659084	-0.313491	-2.116657	-0.121302	-0.057328
CM014754.1	11629117	11665525	-0.158309	-0.496634	-0.082288	-0.041906
CM014754.1	11659132	11673078	-0.008996	-0.012882	-0.004892	-0.005067
CM014754.1	11665585	11682494	-0.023603	-0.037772	-0.014049	-0.006396
CM014754.1	11673091	11690015	-0.024362	-0.031385	-0.012884	-0.008804
CM014754.1	11682542	11693230	-0.088809	-0.143587	-0.059595	-0.030821
CM014754.1	11690082	11705698	-0.012518	-0.020277	-0.008486	0.003755
CM014754.1	11693355	11714039	0.194987	0.175374	0.079995	0.053178
CM014754.1	11705777	11726857	-0.003288	-0.004636	-0.001178	-0.007927
CM014754.1	11714079	11732256	-0.113221	-0.300792	-0.047034	-0.047280
CM014754.1	11726886	11744468	0.025948	0.028538	0.010144	0.002001
CM014754.1	11732334	11751259	-0.047833	-0.036714	-0.016669	-0.008192
CM014754.1	11744546	11760639	-0.011745	-0.007009	-0.003485	0.004549
CM014754.1	11751288	11772647	0.086011	0.045082	0.021463	0.024772
CM014754.1	11760702	11783190	0.058641	0.036248	0.018142	0.015366
CM014754.1	11773116	11791494	-0.007235	-0.006403	-0.003405	0.003375
CM014754.1	11783220	11798475	-0.030254	-0.031551	-0.015002	-0.001234
CM014754.1	11791691	11803069	0.032025	0.022011	0.014296	0.006258
CM014754.1	11798550	11807635	-0.047151	-0.039478	-0.022762	-0.009695
CM014754.1	11803139	11813761	0.020266	0.021744	0.010213	0.005366
CM014754.1	11807716	11819107	0.179927	0.171856	0.097389	0.055334
CM014754.1	11813765	11827720	0.108770	0.105146	0.044718	0.028852
CM014754.1	11819836	11834622	0.056696	0.040530	0.017267	0.011603
CM014754.1	11827787	11840816	0.126684	0.096145	0.038819	0.022930
CM014754.1	11834675	11846320	0.146008	0.150277	0.059429	0.022868
CM014754.1	11840974	11856477	0.056856	0.070597	0.032353	0.014182
CM014754.1	11846399	11861914	0.012827	0.014213	0.007432	0.000626
CM014754.1	11857226	11871201	-0.007115	-0.009618	-0.003642	-0.009079
CM014754.1	11862143	11876954	-0.035880	-0.066187	-0.016866	-0.015729
CM014754.1	11871428	11884178	-0.081266	-0.102843	-0.027599	-0.029586
CM014754.1	11876973	11891568	-0.094536	-0.136146	-0.039078	-0.032327
CM014754.1	11884195	11896044	-0.064336	-0.113592	-0.043366	-0.015928
CM014754.1	11891591	11900837	-0.045562	-0.080156	-0.026289	-0.013616
CM014754.1	11896535	11908722	-0.029602	-0.054019	-0.015313	-0.006885
CM014754.1	11900879	11913519	-0.075269	-0.135083	-0.043587	-0.015971
CM014754.1	11908771	11918007	-0.068329	-0.155589	-0.037991	-0.017132
CM014754.1	11913549	11924181	0.050618	0.090037	0.023072	0.011193
CM014754.1	11918241	11929368	0.108127	0.155949	0.054304	0.027653
CM014754.1	11924950	11937669	-0.014080	-0.036603	-0.007295	-0.001025
CM014754.1	11929378	11942764	0.058261	0.067552	0.020408	0.013280
CM014754.1	11937889	11969530	0.054836	0.028425	0.013586	0.007932
CM014754.1	11942843	12018145	-0.103024	-0.060763	-0.029006	-0.036672
CM014754.1	11969555	12029231	0.078344	0.064348	0.029239	0.014847
CM014754.1	12018268	12038494	0.128959	0.159662	0.053862	0.032151
CM014754.1	12029270	12050392	-0.015254	-0.025246	-0.006921	-0.005099
CM014754.1	12038611	12058781	-0.088930	-0.084357	-0.044221	-0.023106
CM014754.1	12050421	12064388	-0.223162	-0.333735	-0.116551	-0.082191
CM014754.1	12059284	12072171	-0.314876	-0.449706	-0.137830	-0.102430
CM014754.1	12064398	12076401	-0.074172	-0.060993	-0.029759	-0.028381
CM014754.1	12072179	12084953	0.114848	0.112024	0.052885	0.024711
CM014754.1	12076483	12094928	0.100081	0.073382	0.031792	0.023449
CM014754.1	12085460	12101874	0.024729	0.023232	0.009526	0.010370
CM014754.1	12095128	12109366	0.058960	0.069635	0.036355	0.020223
CM014754.1	12102104	12115609	0.094376	0.111530	0.056180	0.032261
CM014754.1	12109445	12126208	0.047800	0.052071	0.016512	0.009347
CM014754.1	12115868	12133480	-0.031577	-0.048042	-0.007534	-0.003803
CM014754.1	12126297	12137108	-0.103052	-0.324299	-0.044300	-0.022316
CM014754.1	12133535	12143666	0.100961	0.118326	0.058281	0.037933
CM014754.1	12137160	12148977	0.208170	0.235807	0.126256	0.065068
CM014754.1	12143690	12157871	0.176609	0.258867	0.089363	0.047319
CM014754.1	12149008	12162113	0.068887	0.117574	0.033417	0.018183
CM014754.1	12157880	12167747	-0.100669	-0.153832	-0.055487	-0.021732
CM014754.1	12162249	12172368	-0.149274	-0.335108	-0.077794	-0.030647
CM014754.1	12167797	12176664	-0.025084	-0.054245	-0.014859	-0.004872
CM014754.1	12172434	12182328	-0.032647	-0.055051	-0.018558	-0.006480
CM014754.1	12176726	12187902	-0.156561	-0.281382	-0.104655	-0.040519
CM014754.1	12182348	12195124	0.000754	0.001017	0.000475	0.000907
CM014754.1	12187947	12201200	-0.096045	-0.464699	-0.047388	-0.019105
CM014754.1	12195145	12205412	-0.180226	1.188429	-0.100935	-0.034024
CM014754.1	12201311	12211406	0.098537	0.196863	0.057126	0.031749
CM014754.1	12205443	12215641	0.138680	0.402965	0.068353	0.043354
CM014754.1	12211613	12225309	0.111044	0.371378	0.057597	0.025873
CM014754.1	12215695	12234329	-0.003112	-0.004835	-0.001159	-0.004038
CM014754.1	12225381	12242547	-0.004755	-0.003688	-0.001356	-0.005672
CM014754.1	12234341	12249457	-0.002777	-0.002273	-0.000935	-0.004073
CM014754.1	12243040	12263487	-0.120808	-0.171139	-0.038487	-0.021097
CM014754.1	12249516	12276086	-0.015137	-0.011384	-0.004277	0.003867
CM014754.1	12263872	12283654	0.063889	0.059222	0.028576	0.021783
CM014754.1	12276113	12288369	0.099042	0.153550	0.071206	0.029433
CM014754.1	12283668	12300889	0.103849	0.158379	0.073925	0.032908
CM014754.1	12288421	12309183	0.087086	0.143638	0.046464	0.022328
CM014754.1	12300925	12315675	0.065205	0.061497	0.029048	0.014778
CM014754.1	12309210	12324402	-0.008696	-0.007805	-0.004300	-0.005154
CM014754.1	12315753	12329584	0.075644	0.074830	0.038918	0.017131
CM014754.1	12324488	12333657	0.143994	0.127582	0.064882	0.037655
CM014754.1	12329666	12339677	0.103874	0.103209	0.051839	0.037156
CM014754.1	12333670	12345639	0.150666	0.181020	0.073939	0.033472
CM014754.1	12339710	12350416	0.064637	0.097624	0.027746	0.007575
CM014754.1	12345793	12357073	-0.065262	-0.104045	-0.036331	-0.017707
CM014754.1	12350436	12362398	-0.032683	-0.044346	-0.022492	-0.011891
CM014754.1	12357141	12368152	-0.015860	-0.020850	-0.008428	-0.011749
CM014754.1	12362443	12373930	0.113409	0.118018	0.059528	0.030382
CM014754.1	12368168	12380342	0.166332	0.183055	0.106652	0.058134
CM014754.1	12374032	12387898	0.068034	0.100392	0.031541	0.019822
CM014754.1	12380401	12392104	-0.039467	-0.069609	-0.016079	-0.011880
CM014754.1	12387925	12397735	-0.156649	-1.210931	-0.068070	-0.031124
CM014754.1	12392280	12402625	-0.084166	-0.273261	-0.039341	-0.024329
CM014754.1	12397764	12407415	0.151611	0.159668	0.096457	0.055559
CM014754.1	12402703	12413686	0.295149	0.184323	0.140608	0.096363
CM014754.1	12407521	12420601	0.207894	0.149859	0.099610	0.061487
CM014754.1	12413897	12426376	-0.007079	-0.008390	-0.003789	-0.002878
CM014754.1	12420980	12431775	-0.105541	-0.187380	-0.063223	-0.026255
CM014754.1	12426421	12438656	0.002974	0.005280	0.001755	0.002836
CM014754.1	12431828	12442819	-0.034405	-0.091065	-0.021496	-0.004430
CM014754.1	12438704	12449574	-0.054948	-0.126399	-0.047045	-0.011658
CM014754.1	12442862	12455017	0.036606	0.057124	0.028701	0.015527
CM014754.1	12449681	12458965	-0.019731	-0.035000	-0.014607	-0.000004
CM014754.1	12455041	12464099	-0.094746	-0.151122	-0.065185	-0.024313
CM014754.1	12459294	12470413	-0.049980	-0.056118	-0.026926	-0.013027
CM014754.1	12464353	12475718	0.087941	0.101939	0.038230	0.027579
CM014754.1	12470547	12486879	0.020665	0.029094	0.009548	0.007604
CM014754.1	12476265	12494805	-0.089735	-0.123449	-0.044144	-0.041490
CM014754.1	12486900	12502790	-0.049016	-0.062069	-0.021646	-0.023090
CM014754.1	12494916	12517448	0.077117	0.052668	0.030511	0.022595
CM014754.1	12503132	12525079	0.062302	0.040864	0.021762	0.008148
CM014754.1	12517464	12532110	0.012320	0.012545	0.004937	-0.000218
CM014754.1	12525117	12538651	-0.028643	-0.038962	-0.013147	-0.010000
CM014754.1	12532193	12546498	-0.184804	-0.492304	-0.072108	-0.048218
CM014754.1	12538941	12553189	-0.240504	-1.655105	-0.081455	-0.056257
CM014754.1	12546518	12558649	0.199218	0.277431	0.095124	0.073671
CM014754.1	12553260	12567237	0.355944	0.320522	0.192236	0.118208
CM014754.1	12558744	12573846	0.090017	0.075096	0.034495	0.020785
CM014754.1	12567468	12584600	0.039998	0.031765	0.012251	0.013760
CM014754.1	12574076	12596700	-0.002790	-0.001577	-0.000589	0.003030
CM014754.1	12584747	12604911	0.040732	0.024941	0.010181	0.012332
CM014754.1	12597154	12612154	0.048113	0.051894	0.021835	0.014434
CM014754.1	12605068	12618409	-0.103192	-3.769463	-0.045771	-0.015080
CM014754.1	12612898	12622994	-0.261649	0.226103	-0.085172	-0.022808
CM014754.1	12618685	12628695	-0.268509	0.775319	-0.109077	-0.045685
CM014754.1	12623038	12636179	-0.132088	-0.346232	-0.064260	-0.028758
CM014754.1	12628780	12646825	-0.056580	-0.113779	-0.024560	-0.015905
CM014754.1	12636283	12656320	0.094761	0.108060	0.032151	0.021007
CM014754.1	12646949	12667015	0.081438	0.141110	0.019927	0.018313
CM014754.1	12657676	12677610	-0.172420	-1.042401	-0.042233	-0.034945
CM014754.1	12667038	12682696	-0.267623	-0.960243	-0.077536	-0.039945
CM014754.1	12677643	12687446	-0.152630	-0.347945	-0.075019	-0.034776
CM014754.1	12682799	12695343	0.000035	0.000053	0.000022	-0.001720
CM014754.1	12687466	12705208	0.126805	0.285598	0.039000	0.013682
CM014754.1	12695814	12715231	0.063853	0.321164	0.016175	0.001103
CM014754.1	12705323	12728741	-0.082394	-0.166748	-0.025718	-0.015254
CM014754.1	12715350	12738488	-0.227242	-0.703049	-0.087497	-0.058270
CM014754.1	12728879	12751259	-0.118355	-0.128329	-0.052880	-0.030205
CM014754.1	12739121	12777089	0.051101	0.036417	0.018674	0.009600
CM014754.1	12751420	12821382	-0.044964	-0.079046	-0.014796	-0.013212
CM014754.1	12777357	12830581	-0.061150	-0.077090	-0.018713	-0.015949
CM014754.1	12821448	12838663	-0.050077	-0.044756	-0.017417	-0.007685
CM014754.1	12830909	12844592	-0.138708	-0.194688	-0.067040	-0.026346
CM014754.1	12838864	12856188	-0.051807	-0.049921	-0.023586	-0.013209
CM014754.1	12844617	12860843	0.193165	0.164359	0.089935	0.065783
CM014754.1	12856344	12868251	0.103656	0.089337	0.048047	0.035181
CM014754.1	12861132	12878079	-0.091676	-0.058628	-0.030693	-0.024032
CM014754.1	12868489	12886369	-0.057695	-0.038931	-0.018334	-0.009502
CM014754.1	12878520	12896341	0.074162	0.056472	0.026342	0.009519
CM014754.1	12886707	12902626	0.073853	0.059464	0.031268	0.009966
CM014754.1	12896407	12908184	0.237259	0.145709	0.104889	0.042525
CM014754.1	12903522	12917102	0.246846	0.119053	0.086337	0.035905
CM014754.1	12908252	12927258	0.023154	0.013202	0.006683	0.000909
CM014754.1	12917203	12935644	-0.041073	-0.037748	-0.011640	-0.005851
CM014754.1	12927362	12947054	-0.259419	0.469684	-0.049280	-0.026991
CM014754.1	12935751	12952832	-0.146087	0.895294	-0.027558	-0.020233
CM014754.1	12947256	12957527	0.067593	0.058246	0.019199	0.005586
CM014754.1	12953127	12964750	0.058103	0.053520	0.017030	0.004626
CM014754.1	12957722	12970105	0.007177	0.015174	0.002360	-0.003202
CM014754.1	12964867	12977426	-0.077662	-0.155871	-0.029830	-0.018727
CM014754.1	12970116	12984463	-0.206430	-0.356262	-0.080041	-0.049325
CM014754.1	12977496	12988369	-0.157548	-0.292108	-0.073925	-0.038668
CM014754.1	12984481	12994776	-0.056868	-0.135277	-0.028218	-0.014659
CM014754.1	12988438	13001574	-0.303851	4.645630	-0.110115	-0.087237
CM014754.1	12994878	13007025	-0.226809	-1.030470	-0.069041	-0.057681
CM014754.1	13001618	13017839	0.212868	0.169021	0.055277	0.041365
CM014754.1	13007392	13021960	0.246642	0.209640	0.097269	0.055806
CM014754.1	13017865	13028869	0.037950	0.112977	0.015462	0.003627
CM014754.1	13022101	13035578	-0.071873	-0.079494	-0.017551	-0.009691
CM014754.1	13028894	13040427	0.006829	0.003462	0.001570	0.000483
CM014754.1	13035602	13045668	-0.011486	-0.009042	-0.002846	-0.006910
CM014754.1	13040527	13052687	0.014696	0.018307	0.004394	-0.000153
CM014754.1	13045708	13068735	-0.014757	-0.027248	-0.005291	0.000840
CM014754.1	13052823	13081979	0.056271	0.044000	0.017092	0.009268
